Pool,Pool Notes,Application,Window,Foreground Begin (Unix Time),Foreground End (Unix Time)
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,582,495.13","1,493,582,497.11"
Paper,,,,"1,493,582,495.13","1,493,582,497.11"
Paper,,Google Chrome,,"1,493,582,495.13","1,493,582,497.11"
,,Google Chrome,,"1,493,582,840.61","1,493,582,842.77"
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,582,840.61","1,493,582,842.77"
Paper,,,,"1,493,582,840.61","1,493,582,842.77"
Paper,,Google Chrome,,"1,493,582,840.61","1,493,582,842.77"
,,Messages,,"1,493,582,843.83","1,493,582,849.10"
,,Google Chrome,,"1,493,582,850.14","1,493,582,853.29"
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,582,850.14","1,493,582,853.29"
Paper,,,,"1,493,582,850.14","1,493,582,853.29"
Paper,,Google Chrome,,"1,493,582,850.14","1,493,582,853.29"
,,Messages,,"1,493,582,854.33","1,493,582,903.85"
,,System Preferences,,"1,493,582,904.84","1,493,582,943.57"
,,System Preferences,Network,"1,493,582,905.82","1,493,582,943.57"
,,Messages,,"1,493,582,944.57","1,493,583,010.98"
,,Google Chrome,,"1,493,583,011.98","1,493,583,313.01"
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,583,011.98","1,493,583,012.97"
Paper,,,,"1,493,583,011.98","1,493,583,313.01"
Paper,,Google Chrome,,"1,493,583,011.98","1,493,583,313.01"
,,Google Chrome,Facebook,"1,493,583,015.96","1,493,583,016.95"
,,Google Chrome,(13) Facebook,"1,493,583,017.94","1,493,583,018.93"
,,Google Chrome,(3) Facebook,"1,493,583,019.92","1,493,583,020.90"
,,Google Chrome,York Graduate Studies in Theatre and Performance Studies,"1,493,583,021.91","1,493,583,022.90"
,,Google Chrome,(3) York Graduate Studies in Theatre and Performance Studies,"1,493,583,023.89","1,493,583,225.91"
,,Google Chrome,New Tab,"1,493,583,226.90","1,493,583,231.85"
,,Google Chrome,acm group - Google Search,"1,493,583,232.84","1,493,583,237.79"
,,Google Chrome,ACM Group 2018,"1,493,583,238.78","1,493,583,250.65"
,,Google Chrome,CallforSubmission_Jan 23 2017,"1,493,583,252.63","1,493,583,271.43"
,,Google Chrome,latex template - Google Search,"1,493,583,288.26","1,493,583,291.23"
,,Google Chrome,LaTeX Templates,"1,493,583,292.22","1,493,583,297.17"
,,Google Chrome,LaTeX Templates » Academic Journals,"1,493,583,298.17","1,493,583,313.01"
,,Google Chrome,,"1,493,583,314.99","1,493,583,979.31"
Paper,,,,"1,493,583,314.99","1,493,583,979.31"
Paper,,Google Chrome,,"1,493,583,314.99","1,493,583,979.31"
,,Google Chrome,(3) York Graduate Studies in Theatre and Performance Studies,"1,493,583,315.98","1,493,583,501.08"
,,Google Chrome,New Tab,"1,493,583,502.07","1,493,583,507.03"
,,Google Chrome,acm cmmr2017 - Google Search,"1,493,583,508.02","1,493,583,515.94"
,,Google Chrome,CMMR: Computer Music Modeling and Retrieval 2018 2017 2016 ...,"1,493,583,516.94","1,493,583,523.87"
,,Google Chrome,(3) York Graduate Studies in Theatre and Performance Studies,"1,493,583,524.86","1,493,583,658.57"
,,Google Chrome,(4) York Graduate Studies in Theatre and Performance Studies,"1,493,583,659.56","1,493,583,886.24"
,,Google Chrome,(3) York Graduate Studies in Theatre and Performance Studies,"1,493,583,887.23","1,493,583,909.99"
,,Google Chrome,(3) Michael Palumbo - Michael Palumbo updated his profile picture.,"1,493,583,910.98","1,493,583,913.95"
,,Google Chrome,(3) Bunz Theatre Zone,"1,493,583,915.92","1,493,583,923.84"
,,Google Chrome,(3) York Graduate Studies in Theatre and Performance Studies,"1,493,583,924.82","1,493,583,945.62"
,,Google Chrome,LaTeX Templates » Academic Journals,"1,493,583,946.61","1,493,583,973.36"
,,Google Chrome,CMMR: Computer Music Modeling and Retrieval 2018 2017 2016 ...,"1,493,583,974.35","1,493,583,976.33"
,,Google Chrome,LaTeX Templates » Academic Journals,"1,493,583,977.32","1,493,583,979.31"
,,Messages,,"1,493,583,980.30","1,493,583,981.29"
,,Google Chrome,,"1,493,583,982.28","1,493,584,021.90"
Paper,,,,"1,493,583,982.28","1,493,584,021.90"
Paper,,Google Chrome,,"1,493,583,982.28","1,493,584,021.90"
,,Google Chrome,Matthew Gaudet,"1,493,583,983.27","1,493,584,021.90"
,,Messages,,"1,493,584,022.89","1,493,584,029.82"
,,Google Chrome,,"1,493,584,030.82","1,493,584,068.50"
,,Google Chrome,New Tab,"1,493,584,030.82","1,493,584,034.79"
Paper,,,,"1,493,584,030.82","1,493,584,068.50"
Paper,,Google Chrome,,"1,493,584,030.82","1,493,584,068.50"
,,Google Chrome,Matthew Gaudet,"1,493,584,037.76","1,493,584,049.66"
,,Google Chrome,Tech Blog — Matthew Gaudet,"1,493,584,050.66","1,493,584,068.50"
,,Messages,,"1,493,584,069.49","1,493,584,070.48"
,,Google Chrome,,"1,493,584,071.47","1,493,584,153.71"
,,Google Chrome,Tech Blog — Matthew Gaudet,"1,493,584,071.47","1,493,584,132.91"
Paper,,,,"1,493,584,071.47","1,493,584,153.71"
Paper,,Google Chrome,,"1,493,584,071.47","1,493,584,153.71"
,,Google Chrome,Commits vs. Pull Requests — Matthew Gaudet,"1,493,584,133.90","1,493,584,144.78"
,,Google Chrome,Tech Blog — Matthew Gaudet,"1,493,584,145.78","1,493,584,153.71"
,,Messages,,"1,493,584,154.70","1,493,584,173.56"
,,Google Chrome,,"1,493,584,174.55","1,493,584,175.55"
,,Google Chrome,Tech Blog — Matthew Gaudet,"1,493,584,174.55","1,493,584,175.55"
Paper,,,,"1,493,584,174.55","1,493,584,175.55"
Paper,,Google Chrome,,"1,493,584,174.55","1,493,584,175.55"
,,Messages,,"1,493,584,176.53","1,493,584,185.46"
,,Google Chrome,,"1,493,584,186.46","1,493,584,302.31"
Paper,,,,"1,493,584,186.46","1,493,584,302.31"
Paper,,Google Chrome,,"1,493,584,186.46","1,493,584,302.31"
,,Google Chrome,cineplex odeon films - Google Search,"1,493,584,187.45","1,493,584,196.37"
,,Google Chrome,cineplemaclock - Google Search,"1,493,584,197.36","1,493,584,201.31"
,,Google Chrome,Cinema Clock Toronto - Cinemas and Movie Times,"1,493,584,202.30","1,493,584,208.24"
,,Google Chrome,"Movie Theatres in Toronto - All Local Cinemas, Movies and Movie Times","1,493,584,209.24","1,493,584,237.94"
,,Google Chrome,Cineplex Varsity & VIP movie times - Cinema Clock Toronto,"1,493,584,239.94","1,493,584,280.55"
,,Google Chrome,"Movie Theatres in Toronto - All Local Cinemas, Movies and Movie Times","1,493,584,281.54","1,493,584,286.48"
,,Google Chrome,"Movie Theatres in Toronto - All Local Cinemas, Movies and Movie Times","1,493,584,289.45","1,493,584,297.36"
,,Google Chrome,Cineplex Yonge Dundas & VIP movie times - Cinema Clock Toronto,"1,493,584,298.35","1,493,584,302.31"
,,Messages,,"1,493,584,303.29","1,493,584,305.27"
,,Messages,,"1,493,584,307.26","1,493,584,328.09"
,,Google Chrome,,"1,493,584,329.09","1,493,584,333.04"
,,Google Chrome,Cineplex Yonge Dundas & VIP movie times - Cinema Clock Toronto,"1,493,584,329.09","1,493,584,333.04"
Paper,,,,"1,493,584,329.09","1,493,584,333.04"
Paper,,Google Chrome,,"1,493,584,329.09","1,493,584,333.04"
,,Messages,,"1,493,584,334.03","1,493,584,360.79"
,,Google Chrome,,"1,493,584,361.78","1,493,584,551.97"
,,Google Chrome,Cineplex Yonge Dundas & VIP movie times - Cinema Clock Toronto,"1,493,584,361.78","1,493,584,453.92"
Paper,,,,"1,493,584,361.78","1,493,584,551.97"
Paper,,Google Chrome,,"1,493,584,361.78","1,493,584,551.97"
,,Google Chrome,"Movie Theatres in Toronto - All Local Cinemas, Movies and Movie Times","1,493,584,454.91","1,493,584,533.12"
,,Google Chrome,Beach Cinemas movie times - Cinema Clock Toronto,"1,493,584,534.11","1,493,584,536.10"
,,Google Chrome,New Tab,"1,493,584,537.09","1,493,584,540.07"
,,Google Chrome,beach cinemas - Google Search,"1,493,584,541.08","1,493,584,544.04"
,,Google Chrome,Beach Cinemas movie times - Cinema Clock Toronto,"1,493,584,545.03","1,493,584,550.98"
,,Messages,,"1,493,584,552.96","1,493,584,559.97"
,,Google Chrome,,"1,493,584,560.97","1,493,584,581.78"
,,Google Chrome,"Movie Theatres in Toronto - All Local Cinemas, Movies and Movie Times","1,493,584,560.97","1,493,584,570.88"
Paper,,,,"1,493,584,560.97","1,493,584,581.78"
Paper,,Google Chrome,,"1,493,584,560.97","1,493,584,581.78"
,,Google Chrome,Cineplex VIP Don Mills movie times - Cinema Clock Toronto,"1,493,584,571.87","1,493,584,581.78"
,,Messages,,"1,493,584,582.77","1,493,584,597.64"
,,Google Chrome,,"1,493,584,598.63","1,493,584,886.89"
,,Google Chrome,Cineplex VIP Don Mills movie times - Cinema Clock Toronto,"1,493,584,598.63","1,493,584,599.62"
Paper,,,,"1,493,584,598.63","1,493,584,886.89"
Paper,,Google Chrome,,"1,493,584,598.63","1,493,584,886.89"
,,Google Chrome,"Movie Theatres in Toronto - All Local Cinemas, Movies and Movie Times","1,493,584,600.61","1,493,584,606.55"
,,Google Chrome,Beach Cinemas movie times - Cinema Clock Toronto,"1,493,584,607.54","1,493,584,608.53"
,,Google Chrome,"Movie Theatres in Toronto - All Local Cinemas, Movies and Movie Times","1,493,584,609.52","1,493,584,612.49"
,,Google Chrome,Fox movie times - Cinema Clock Toronto,"1,493,584,613.47","1,493,584,627.33"
,,Google Chrome,"Movie Theatres in Toronto - All Local Cinemas, Movies and Movie Times","1,493,584,628.32","1,493,584,638.21"
,,Google Chrome,Cineplex Odeon Eglinton Town Centre movie times - Cinema Clock Toronto,"1,493,584,639.21","1,493,584,668.92"
,,Google Chrome,"Movie Theatres in Toronto - All Local Cinemas, Movies and Movie Times","1,493,584,669.91","1,493,584,675.85"
,,Google Chrome,Cinema Clock Toronto - Cinemas and Movie Times,"1,493,584,676.84","1,493,584,677.83"
,,Google Chrome,Movies Playing in Toronto - What's Playing in Theatres,"1,493,584,679.82","1,493,584,791.74"
,,Google Chrome,I Am Not Your Negro - Movie Times in Toronto,"1,493,584,792.73","1,493,584,800.66"
,,Google Chrome,Movies Playing in Toronto - What's Playing in Theatres,"1,493,584,801.65","1,493,584,833.38"
,,Google Chrome,The Lego Batman Movie - Movie Times in Toronto,"1,493,584,834.37","1,493,584,840.32"
,,Google Chrome,The Lego Batman Movie - Movie Now Playing in Toronto,"1,493,584,841.31","1,493,584,854.20"
,,Google Chrome,The Lego Batman Movie - Movie Times in Toronto,"1,493,584,855.18","1,493,584,867.07"
,,Google Chrome,Noor - Movie Times in Toronto,"1,493,584,868.06","1,493,584,873.01"
,,Google Chrome,Movies Playing in Toronto - What's Playing in Theatres,"1,493,584,876.00","1,493,584,882.93"
,,Google Chrome,Tech Blog — Matthew Gaudet,"1,493,584,883.92","1,493,584,886.89"
,,Messages,,"1,493,584,887.88","1,493,584,932.52"
,,Google Chrome,,"1,493,584,933.51","1,493,585,009.80"
,,Google Chrome,Tech Blog — Matthew Gaudet,"1,493,584,933.51","1,493,584,934.50"
Paper,,,,"1,493,584,933.51","1,493,585,009.80"
Paper,,Google Chrome,,"1,493,584,933.51","1,493,585,009.80"
,,Google Chrome,(3) York Graduate Studies in Theatre and Performance Studies,"1,493,584,937.46","1,493,585,009.80"
,,Messages,,"1,493,585,010.79","1,493,585,077.25"
,,Google Chrome,,"1,493,585,078.24","1,493,585,090.11"
,,Google Chrome,(3) York Graduate Studies in Theatre and Performance Studies,"1,493,585,078.24","1,493,585,090.11"
Paper,,,,"1,493,585,078.24","1,493,585,181.34"
Paper,,Google Chrome,,"1,493,585,078.24","1,493,585,090.11"
,,TextEdit,,"1,493,585,091.10","1,493,585,119.85"
,,TextEdit,Untitled,"1,493,585,091.10","1,493,585,095.07"
Paper,,TextEdit,,"1,493,585,091.10","1,493,585,119.85"
TextEdit,,,,"1,493,585,091.10","1,493,585,119.85"
TextEdit,,TextEdit,,"1,493,585,091.10","1,493,585,119.85"
,,TextEdit,Untitled 3,"1,493,585,096.07","1,493,585,115.88"
,,TextEdit,Save,"1,493,585,116.88","1,493,585,117.87"
,,TextEdit,Untitled,"1,493,585,118.86","1,493,585,119.85"
,,Scrivener,,"1,493,585,120.85","1,493,585,140.67"
Paper,,Scrivener,,"1,493,585,120.85","1,493,585,140.67"
,,Scrivener,"Version Control, Social Systems, and Performance - Gource","1,493,585,122.83","1,493,585,130.76"
,,Scrivener,"Version Control, Social Systems, and Performance - Meetings with Doug","1,493,585,131.75","1,493,585,132.75"
,,Scrivener,"Version Control, Social Systems, and Performance - Untitled","1,493,585,134.72","1,493,585,137.70"
,,Scrivener,"Version Control, Social Systems, and Performance - more","1,493,585,138.69","1,493,585,140.67"
,,TextEdit,,"1,493,585,141.66","1,493,585,173.41"
,,TextEdit,Untitled,"1,493,585,141.66","1,493,585,144.63"
Paper,,TextEdit,,"1,493,585,141.66","1,493,585,173.41"
TextEdit,,,,"1,493,585,141.66","1,493,585,173.41"
TextEdit,,TextEdit,,"1,493,585,141.66","1,493,585,173.41"
,,TextEdit,Untitled 5,"1,493,585,145.62","1,493,585,159.52"
,,TextEdit,Untitled 6,"1,493,585,160.50","1,493,585,173.41"
,,Google Chrome,,"1,493,585,174.40","1,493,585,181.34"
Paper,,Google Chrome,,"1,493,585,174.40","1,493,585,181.34"
,,Google Chrome,New Tab,"1,493,585,175.39","1,493,585,181.34"
,,Messages,,"1,493,585,182.33","1,493,585,201.21"
,,Google Chrome,,"1,493,585,202.21","1,493,585,248.80"
,,Google Chrome,Build a Website - Squarespace,"1,493,585,202.21","1,493,585,203.20"
Paper,,,,"1,493,585,202.21","1,493,585,248.80"
Paper,,Google Chrome,,"1,493,585,202.21","1,493,585,248.80"
,,Google Chrome,Login — Squarespace,"1,493,585,204.19","1,493,585,208.15"
,,Google Chrome,Squarespace,"1,493,585,209.15","1,493,585,214.11"
,,Google Chrome,New Tab,"1,493,585,215.10","1,493,585,217.09"
,,Google Chrome,Michael Palumbo,"1,493,585,218.09","1,493,585,221.06"
,,Google Chrome,Squarespace,"1,493,585,222.05","1,493,585,224.03"
,,Google Chrome,Michael Palumbo - Squarespace,"1,493,585,225.02","1,493,585,237.90"
,,Google Chrome,(3) York Graduate Studies in Theatre and Performance Studies,"1,493,585,238.90","1,493,585,240.87"
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,585,245.82","1,493,585,248.80"
,,Messages,,"1,493,585,249.79","1,493,585,316.34"
,,Google Chrome,,"1,493,585,317.33","1,493,585,648.72"
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,585,317.33","1,493,585,319.32"
Paper,,,,"1,493,585,317.33","1,493,585,648.72"
Paper,,Google Chrome,,"1,493,585,317.33","1,493,585,648.72"
,,Google Chrome,Michael Palumbo,"1,493,585,320.31","1,493,585,350.07"
,,Google Chrome,New Tab,"1,493,585,351.06","1,493,585,354.04"
,,Google Chrome,squarespace support - Google Search,"1,493,585,355.03","1,493,585,359.98"
,,Google Chrome,Help,"1,493,585,360.97","1,493,585,363.93"
,,Google Chrome,Squarespace Help - Contact,"1,493,585,364.92","1,493,585,377.79"
,,Google Chrome,Squarespace Help - Contact,"1,493,585,380.77","1,493,585,439.31"
,,Google Chrome,Michael Palumbo,"1,493,585,440.30","1,493,585,442.29"
,,Google Chrome,Squarespace Help - Contact,"1,493,585,443.28","1,493,585,493.91"
,,Google Chrome,Michael Palumbo,"1,493,585,494.90","1,493,585,495.90"
,,Google Chrome,Squarespace Help - Contact,"1,493,585,496.89","1,493,585,635.82"
,,Google Chrome,Squarespace Help,"1,493,585,636.81","1,493,585,641.77"
,,Google Chrome,Michael Palumbo,"1,493,585,642.76","1,493,585,648.72"
,,Messages,,"1,493,585,649.71","1,493,585,709.32"
,,Google Chrome,,"1,493,585,710.31","1,493,585,745.06"
Paper,,,,"1,493,585,710.31","1,493,585,745.06"
Paper,,Google Chrome,,"1,493,585,710.31","1,493,585,745.06"
,,Google Chrome,Facebook,"1,493,585,712.29","1,493,585,714.27"
,,Google Chrome,(3) Facebook,"1,493,585,715.27","1,493,585,716.26"
,,Google Chrome,(3) Events,"1,493,585,717.26","1,493,585,725.21"
,,Google Chrome,New Tab,"1,493,585,726.20","1,493,585,730.17"
,,Google Chrome,ufc 2012 - Google Search,"1,493,585,732.16","1,493,585,734.14"
,,Google Chrome,ufc 212 - Google Search,"1,493,585,735.13","1,493,585,745.06"
,,Messages,,"1,493,585,746.06","1,493,585,820.53"
,,Google Chrome,,"1,493,585,821.53","1,493,585,830.46"
Paper,,,,"1,493,585,821.53","1,493,585,830.46"
Paper,,Google Chrome,,"1,493,585,821.53","1,493,585,830.46"
,,Google Chrome,www.ufc.com/event/ufc-212?id=,"1,493,585,822.52","1,493,585,830.46"
,,Messages,,"1,493,585,831.45","1,493,585,886.08"
,,Google Chrome,,"1,493,585,887.07","1,493,585,924.79"
,,Google Chrome,www.ufc.com/event/ufc-212?id=,"1,493,585,887.07","1,493,585,898.98"
Paper,,,,"1,493,585,887.07","1,493,585,924.79"
Paper,,Google Chrome,,"1,493,585,887.07","1,493,585,924.79"
,,Google Chrome,ufc 212 - Google Search,"1,493,585,900.97","1,493,585,901.96"
,,Google Chrome,UFC 212 - Wikipedia,"1,493,585,902.95","1,493,585,924.79"
,,Messages,,"1,493,585,925.78","1,493,585,958.55"
,,Google Chrome,,"1,493,585,959.54","1,493,586,111.20"
,,Google Chrome,UFC 212 - Wikipedia,"1,493,585,959.54","1,493,585,961.53"
Paper,,,,"1,493,585,959.54","1,493,586,122.18"
Paper,,Google Chrome,,"1,493,585,959.54","1,493,586,111.20"
,,Google Chrome,(3) Events,"1,493,585,962.52","1,493,585,975.40"
,,Google Chrome,Michael Palumbo,"1,493,585,976.39","1,493,585,977.38"
,,Google Chrome,Noor - Movie Now Playing in Toronto,"1,493,585,978.37","1,493,585,983.32"
,,Google Chrome,Tech Blog — Matthew Gaudet,"1,493,585,984.31","1,493,585,985.31"
,,Google Chrome,Commits · michaelpalumbo/paper,"1,493,585,986.30","1,493,585,987.29"
,,Google Chrome,» Call for Papers Public Journal,"1,493,585,988.29","1,493,585,995.23"
,,Google Chrome,Fwd: [Cacslist] CFP - Archive/Anarchive/Counter-Archive (Public #57) - info@palumbomichael.com - Michael Palumbo Mail,"1,493,585,996.22","1,493,586,001.18"
,,Google Chrome,Background,"1,493,586,002.17","1,493,586,019.02"
,,Google Chrome,michaelpalumbo/paper,"1,493,586,020.01","1,493,586,022.99"
,,Google Chrome,michaelpalumbo/paper,"1,493,586,024.97","1,493,586,043.80"
,,Google Chrome,Fwd: [Cacslist] CFP - Archive/Anarchive/Counter-Archive (Public #57) - info@palumbomichael.com - Michael Palumbo Mail,"1,493,586,045.78","1,493,586,046.77"
,,Google Chrome,Inbox (96) - info@palumbomichael.com - Michael Palumbo Mail,"1,493,586,047.77","1,493,586,067.57"
,,Google Chrome,Request received: Edits made to page not updating on live site - info@palumbomichael.com - Michael Palumbo Mail,"1,493,586,068.57","1,493,586,109.21"
,,TextEdit,,"1,493,586,112.19","1,493,586,114.17"
,,TextEdit,Untitled 6,"1,493,586,112.19","1,493,586,114.17"
Paper,,TextEdit,,"1,493,586,112.19","1,493,586,114.17"
TextEdit,,,,"1,493,586,112.19","1,493,586,114.17"
TextEdit,,TextEdit,,"1,493,586,112.19","1,493,586,114.17"
,,Scrivener,,"1,493,586,115.16","1,493,586,116.16"
,,Scrivener,"Version Control, Social Systems, and Performance - more","1,493,586,115.16","1,493,586,116.16"
Paper,,Scrivener,,"1,493,586,115.16","1,493,586,116.16"
,,TextEdit,,"1,493,586,117.15","1,493,586,122.18"
,,TextEdit,Untitled 6,"1,493,586,117.15","1,493,586,122.18"
Paper,,TextEdit,,"1,493,586,117.15","1,493,586,122.18"
TextEdit,,,,"1,493,586,117.15","1,493,586,122.18"
TextEdit,,TextEdit,,"1,493,586,117.15","1,493,586,122.18"
